Year,Reporter,Partner,Sector Group,Export Value,Import Value,Total Trade Volume
2015,Australia,"Korea, Rep.",Sector_5,2412.98,2159.5299999999997,4572.51
2015,Australia,"Korea, Rep.",Sector_6,2270.42,2312.09,4582.51
2015,Australia,"Korea, Rep.",Sector_7,3170.36,2814.9700000000003,5985.33
2015,Australia,"Korea, Rep.",Sector_8,2964.7799999999997,3451.4,6416.18
2015,Australia,Malaysia,Sector_1,3158.96,3038.03,6196.99
2015,Australia,Malaysia,Sector_2,2699.14,2850.23,5549.37
2015,Australia,Malaysia,Sector_3,2768.38,2715.37,5483.75
2015,Australia,Malaysia,Sector_4,3219.64,3685.27,6904.91
2015,Australia,Malaysia,Sector_5,3379.06,3584.29,6963.35
2015,Australia,Malaysia,Sector_6,2735.29,2768.2799999999997,5503.57
2015,Australia,Malaysia,Sector_7,3232.51,2910.54,6143.05
2015,Australia,Malaysia,Sector_8,2532.29,2786.6,5318.89
2015,Australia,Netherlands,Sector_1,3113.73,2967.17,6080.9
2015,Australia,Netherlands,Sector_2,2279.0299999999997,2416.33,4695.36
2015,Australia,Netherlands,Sector_3,3461.29,3273.5299999999997,6734.82
2015,Australia,Netherlands,Sector_4,3285.82,3735.52,7021.34
2015,Australia,Netherlands,Sector_5,3401.02,3173.61,6574.63
2015,Australia,Netherlands,Sector_6,2626.92,2428.32,5055.24
2015,Australia,Netherlands,Sector_7,2922.9700000000003,3079.97,6002.9400000000005
2015,Australia,Netherlands,Sector_8,3091.6400000000003,2990.4,6082.04
2015,Australia,Philippines,Sector_1,2719.23,2708.63,5427.86
2015,Australia,Philippines,Sector_2,3417.8199999999997,3495.02,6912.84
2015,Australia,Philippines,Sector_3,2983.42,3055.48,6038.9
2015,Australia,Philippines,Sector_4,3141.5,2697.06,5838.5599999999995
2015,Australia,Philippines,Sector_5,2566.8,2771.21,5338.01
2015,Australia,Philippines,Sector_6,2913.24,2724.9,5638.14
2015,Australia,Philippines,Sector_7,3111.64,3047.98,6159.62
2015,Australia,Philippines,Sector_8,3140.14,3291.81,6431.95
2015,Australia,Switzerland,Sector_1,2705.74,3103.2200000000003,5808.96
2015,Australia,Switzerland,Sector_2,2728.5,3021.3,5749.8
2015,Australia,Switzerland,Sector_3,2901.04,2974.0,5875.04
2015,Australia,Switzerland,Sector_4,3193.45,3024.39,6217.84
2015,Australia,Switzerland,Sector_5,2911.86,3255.15,6167.01
2015,Australia,Switzerland,Sector_6,2805.89,3189.8599999999997,5995.75
2015,Australia,Switzerland,Sector_7,2829.7200000000003,2874.26,5703.98
2015,Australia,Switzerland,Sector_8,3197.21,3299.43,6496.639999999999
2015,Australia,Thailand,Sector_1,2708.1800000000003,2844.26,5552.4400000000005
2015,Australia,Thailand,Sector_2,2894.9,2561.78,5456.68
2015,Australia,Thailand,Sector_3,3149.84,3339.1099999999997,6488.950000000001
2015,Australia,Thailand,Sector_4,3406.44,3144.37,6550.8099999999995
2015,Australia,Thailand,Sector_5,2342.88,2227.15,4570.030000000001
2015,Australia,Thailand,Sector_6,2857.38,2779.14,5636.52
2015,Australia,Thailand,Sector_7,3339.2400000000002,3350.16,6689.4
2015,Australia,Thailand,Sector_8,2835.0,2588.56,5423.5599999999995
2015,Australia,United Arab Emirates,Sector_1,3039.7400000000002,2847.12,5886.860000000001
2015,Australia,United Arab Emirates,Sector_2,2749.14,2360.63,5109.77
2015,Australia,United Arab Emirates,Sector_3,2973.8599999999997,2816.81,5790.67
2015,Australia,United Arab Emirates,Sector_4,3279.9300000000003,3404.19,6684.12
2015,Australia,United Arab Emirates,Sector_5,3201.62,3368.4700000000003,6570.09
2015,Australia,United Arab Emirates,Sector_6,2946.55,2732.92,5679.47
2015,Australia,United Arab Emirates,Sector_7,3766.39,3879.29,7645.68
2015,Australia,United Arab Emirates,Sector_8,2663.34,2606.17,5269.51
2015,Australia,United States,Sector_1,3318.9700000000003,3255.61,6574.58
2015,Australia,United States,Sector_2,2675.63,2871.82,5547.45
2015,Australia,United States,Sector_3,3476.58,3390.21,6866.79
2015,Australia,United States,Sector_4,2882.0699999999997,2896.54,5778.610000000001
2015,Australia,United States,Sector_5,3053.09,3321.57,6374.66
2015,Australia,United States,Sector_6,2989.83,2697.02,5686.85
2015,Australia,United States,Sector_7,3295.6499999999996,3159.45,6455.1
2015,Australia,United States,Sector_8,2670.46,2716.31,5386.77
2015,Australia,Vietnam,Sector_1,2967.92,2826.61,5794.53
2015,Australia,Vietnam,Sector_2,3385.95,3342.85,6728.8
2015,Australia,Vietnam,Sector_3,2502.5699999999997,2844.01,5346.58
2015,Australia,Vietnam,Sector_4,2704.9700000000003,2536.8,5241.77
2015,Australia,Vietnam,Sector_5,3769.02,3750.29,7519.31
2015,Australia,Vietnam,Sector_6,3368.11,3065.45,6433.56
2015,Australia,Vietnam,Sector_7,3417.92,3080.2400000000002,6498.16
2015,Australia,Vietnam,Sector_8,2844.94,2659.3199999999997,5504.26
2015,China,Australia,Sector_1,2514.21,2507.95,5022.16
2015,China,Australia,Sector_2,2975.48,2873.7799999999997,5849.26
2015,China,Australia,Sector_3,2679.16,3240.43,5919.59
2015,China,Australia,Sector_4,3084.28,2729.31,5813.59
2015,China,Australia,Sector_5,2435.66,2646.31,5081.97
2015,China,Australia,Sector_6,3060.96,3018.11,6079.07
2015,China,Australia,Sector_7,3280.96,2998.34,6279.3
2015,China,Australia,Sector_8,2530.46,2917.54,5448.0
2015,China,France,Sector_1,2668.94,2519.12,5188.0599999999995
2015,China,France,Sector_2,2947.91,3133.94,6081.85
2015,China,France,Sector_3,3156.8900000000003,3363.76,6520.65
2015,China,France,Sector_4,2567.3,2160.69,4727.99
2015,China,France,Sector_5,4231.05,3975.1299999999997,8206.18
2015,China,France,Sector_6,2828.38,2877.85,5706.23
2015,China,France,Sector_7,2999.56,2487.83,5487.39
2015,China,France,Sector_8,2642.55,2370.61,5013.16
2015,China,Germany,Sector_1,3196.27,3251.73,6448.0
2015,China,Germany,Sector_2,3032.2,3129.86,6162.0599999999995
2015,China,Germany,Sector_3,2379.75,2532.16,4911.91
2015,China,Germany,Sector_4,2475.66,2187.69,4663.349999999999
2015,China,Germany,Sector_5,3208.69,3407.26,6615.95
2015,China,Germany,Sector_6,3390.58,3778.62,7169.2
2015,China,Germany,Sector_7,3230.9300000000003,2962.06,6192.99
2015,China,Germany,Sector_8,2753.7799999999997,2534.44,5288.22
2015,China,"Hong Kong, China",Sector_1,3057.48,3341.75,6399.23
2015,China,"Hong Kong, China",Sector_2,2814.62,2879.1000000000004,5693.72
2015,China,"Hong Kong, China",Sector_3,2435.54,2441.3,4876.84
2015,China,"Hong Kong, China",Sector_4,2584.23,2877.06,5461.29
2015,China,"Hong Kong, China",Sector_5,2775.5,2891.47,5666.969999999999
2015,China,"Hong Kong, China",Sector_6,2539.22,2638.7,5177.92
2015,China,"Hong Kong, China",Sector_7,2921.5499999999997,3000.12,5921.67
2015,China,"Hong Kong, China",Sector_8,3070.3,3089.14,6159.44
2015,China,India,Sector_1,2876.46,2600.59,5477.05
2015,China,India,Sector_2,2881.04,2973.24,5854.28
2015,China,India,Sector_3,2703.32,2937.81,5641.13
2015,China,India,Sector_4,2912.74,2841.44,5754.18
2015,China,India,Sector_5,3481.8199999999997,3215.41,6697.23
2015,China,India,Sector_6,2576.41,2448.55,5024.96
2015,China,India,Sector_7,3605.7,3153.0,6758.700000000001
2015,China,India,Sector_8,2441.9300000000003,2281.37,4723.3
2015,China,Indonesia,Sector_1,2432.17,2683.32,5115.49
2015,China,Indonesia,Sector_2,3149.39,2744.01,5893.4
2015,China,Indonesia,Sector_3,2371.98,2605.19,4977.17
2015,China,Indonesia,Sector_4,2658.18,2820.01,5478.1900000000005
2015,China,Indonesia,Sector_5,3041.5,3213.28,6254.78
2015,China,Indonesia,Sector_6,3203.31,2922.9300000000003,6126.24
2015,China,Indonesia,Sector_7,2617.88,2521.64,5139.52
2015,China,Indonesia,Sector_8,2865.56,3021.04,5886.6
2015,China,Japan,Sector_1,3695.96,3581.63,7277.59
2015,China,Japan,Sector_2,2665.4500000000003,2659.12,5324.57
2015,China,Japan,Sector_3,3425.46,2673.33,6098.79
2015,China,Japan,Sector_4,3238.67,3218.54,6457.21
2015,China,Japan,Sector_5,3118.04,3165.21,6283.25
2015,China,Japan,Sector_6,2598.96,2548.54,5147.5
2015,China,Japan,Sector_7,3428.64,3133.1000000000004,6561.74
2015,China,Japan,Sector_8,2889.25,2857.6,5746.85
2015,China,"Korea, Rep.",Sector_1,3059.51,3162.46,6221.97
2015,China,"Korea, Rep.",Sector_2,3311.46,3575.93,6887.389999999999
2015,China,"Korea, Rep.",Sector_3,3071.12,3130.56,6201.68
2015,China,"Korea, Rep.",Sector_4,2398.56,2350.73,4749.29
2015,China,"Korea, Rep.",Sector_5,2701.26,2777.34,5478.6
2015,China,"Korea, Rep.",Sector_6,2718.0299999999997,2727.07,5445.1
2015,China,"Korea, Rep.",Sector_7,3559.35,3587.2799999999997,7146.63
2015,China,"Korea, Rep.",Sector_8,2699.04,3120.05,5819.09
2015,China,Malaysia,Sector_1,2926.33,2886.48,5812.81
2015,China,Malaysia,Sector_2,2965.37,3166.65,6132.02
2015,China,Malaysia,Sector_3,3051.31,2629.1,5680.41
2015,China,Malaysia,Sector_4,2342.33,2485.23,4827.5599999999995
2015,China,Malaysia,Sector_5,2854.99,2830.38,5685.37
2015,China,Malaysia,Sector_6,3067.48,3204.21,6271.6900000000005
2015,China,Malaysia,Sector_7,2855.25,2671.1400000000003,5526.39
2015,China,Malaysia,Sector_8,2437.61,2713.42,5151.030000000001
2015,China,Netherlands,Sector_1,2808.64,2811.09,5619.73
2015,China,Netherlands,Sector_2,3680.6499999999996,3635.26,7315.91
2015,China,Netherlands,Sector_3,3493.66,3031.63,6525.29
2015,China,Netherlands,Sector_4,2308.79,2412.35,4721.14
2015,China,Netherlands,Sector_5,2761.95,2849.1,5611.05
2015,China,Netherlands,Sector_6,2769.3900000000003,2638.99,5408.38
2015,China,Netherlands,Sector_7,2855.98,2708.84,5564.82
2015,China,Netherlands,Sector_8,3499.71,3673.06,7172.7699999999995
2015,China,Philippines,Sector_1,3300.46,2964.41,6264.87
2015,China,Philippines,Sector_2,2757.92,2530.1800000000003,5288.1
2015,China,Philippines,Sector_3,2901.2,2863.07,5764.27
2015,China,Philippines,Sector_4,3519.83,3603.13,7122.96
2015,China,Philippines,Sector_5,3333.66,3225.34,6559.0
2015,China,Philippines,Sector_6,3559.38,3205.88,6765.26
2015,China,Philippines,Sector_7,3201.96,3255.7799999999997,6457.74
2015,China,Philippines,Sector_8,2702.44,3084.99,5787.43
2015,China,Switzerland,Sector_1,3625.58,3170.14,6795.72
2015,China,Switzerland,Sector_2,2632.16,2809.8599999999997,5442.02
2015,China,Switzerland,Sector_3,2774.09,2914.68,5688.7699999999995
2015,China,Switzerland,Sector_4,3215.63,2620.68,5836.3099999999995
2015,China,Switzerland,Sector_5,2630.68,2812.1499999999996,5442.83
2015,China,Switzerland,Sector_6,2643.43,2500.56,5143.99
2015,China,Switzerland,Sector_7,3096.06,2956.5200000000004,6052.58
2015,China,Switzerland,Sector_8,2953.1800000000003,2893.67,5846.85
2015,China,Thailand,Sector_1,2917.0,2687.7799999999997,5604.78
2015,China,Thailand,Sector_2,2804.27,2599.67,5403.94
2015,China,Thailand,Sector_3,3362.05,3067.9,6429.95
2015,China,Thailand,Sector_4,3360.32,2800.27,6160.59
2015,China,Thailand,Sector_5,3598.58,3328.41,6926.99
2015,China,Thailand,Sector_6,3147.6,2949.13,6096.73
2015,China,Thailand,Sector_7,3141.84,2937.77,6079.61
2015,China,Thailand,Sector_8,3097.3,3110.45,6207.75
2015,China,United Arab Emirates,Sector_1,3711.4300000000003,3507.29,7218.72
2015,China,United Arab Emirates,Sector_2,2494.77,3206.12,5700.89
2015,China,United Arab Emirates,Sector_3,3328.8599999999997,3145.55,6474.41
2015,China,United Arab Emirates,Sector_4,3720.45,3203.19,6923.639999999999
2015,China,United Arab Emirates,Sector_5,2989.04,3257.23,6246.27
2015,China,United Arab Emirates,Sector_6,3119.65,3041.33,6160.98
2015,China,United Arab Emirates,Sector_7,3351.3,2881.5,6232.8
2015,China,United Arab Emirates,Sector_8,3190.63,3588.25,6778.88
2015,China,United States,Sector_1,2349.59,2254.31,4603.9
2015,China,United States,Sector_2,2891.69,2819.2,5710.89
2015,China,United States,Sector_3,2836.56,2683.73,5520.29
2015,China,United States,Sector_4,3006.23,2730.5600000000004,5736.79
2015,China,United States,Sector_5,2945.17,3530.34,6475.51
2015,China,United States,Sector_6,3037.48,3431.57,6469.05
2015,China,United States,Sector_7,2679.31,2550.95,5230.26
2015,China,United States,Sector_8,3007.01,2930.58,5937.59
2015,China,Vietnam,Sector_1,3209.12,2960.7,6169.82
2015,China,Vietnam,Sector_2,2255.77,2352.55,4608.32
2015,China,Vietnam,Sector_3,3486.24,3264.14,6750.38
2015,China,Vietnam,Sector_4,2356.93,2967.97,5324.9
2015,China,Vietnam,Sector_5,3127.99,3157.0299999999997,6285.02
2015,China,Vietnam,Sector_6,2827.79,2703.14,5530.93
2015,China,Vietnam,Sector_7,3049.3199999999997,3011.29,6060.61
2015,China,Vietnam,Sector_8,3089.41,2739.44,5828.85
2015,France,Australia,Sector_1,3144.65,3329.1,6473.75
2015,France,Australia,Sector_2,2656.98,2724.27,5381.25
2015,France,Australia,Sector_3,2727.44,3002.7799999999997,5730.22
2015,France,Australia,Sector_4,3474.63,3156.05,6630.68
2015,France,Australia,Sector_5,2696.03,2525.7200000000003,5221.75
2015,France,Australia,Sector_6,3205.43,3179.03,6384.46
2015,France,Australia,Sector_7,3094.84,3121.9300000000003,6216.77
2015,France,Australia,Sector_8,3238.65,2737.3199999999997,5975.97
2015,France,France,Sector_1,3280.82,3485.73,6766.55
2015,France,France,Sector_2,2576.15,2704.74,5280.889999999999
2015,France,France,Sector_3,2575.99,2766.86,5342.85
2015,France,France,Sector_4,3579.85,3402.25,6982.1
2015,France,France,Sector_5,3087.71,3790.78,6878.49
2015,France,France,Sector_6,2987.16,3193.66,6180.82
2015,France,France,Sector_7,2732.7,3201.37,5934.07
2015,France,France,Sector_8,3324.3,3414.3199999999997,6738.62
2015,France,Germany,Sector_1,3002.35,3277.12,6279.47
2015,France,Germany,Sector_2,3341.24,3772.3199999999997,7113.5599999999995
2015,France,Germany,Sector_3,3267.2799999999997,3322.5,6589.780000000001
2015,France,Germany,Sector_4,2912.81,2472.75,5385.5599999999995
2015,France,Germany,Sector_5,3222.9,3182.92,6405.82
2015,France,Germany,Sector_6,3443.41,3273.69,6717.1
2015,France,Germany,Sector_7,3219.06,3116.88,6335.9400000000005
2015,France,Germany,Sector_8,2481.67,2715.71,5197.38
2015,France,"Hong Kong, China",Sector_1,3164.03,3016.27,6180.3
2015,France,"Hong Kong, China",Sector_2,2750.82,2817.04,5567.86
2015,France,"Hong Kong, China",Sector_3,2704.31,2928.27,5632.58
2015,France,"Hong Kong, China",Sector_4,3060.4700000000003,3006.33,6066.8
2015,France,"Hong Kong, China",Sector_5,2528.63,2446.64,4975.27
2015,France,"Hong Kong, China",Sector_6,2884.33,3143.59,6027.92
2015,France,"Hong Kong, China",Sector_7,2394.63,2172.45,4567.08
2015,France,"Hong Kong, China",Sector_8,2851.02,3189.8,6040.82
2015,France,India,Sector_1,2995.25,2678.12,5673.37
2015,France,India,Sector_2,2834.52,3007.31,5841.83
2015,France,India,Sector_3,3140.02,2775.98,5916.0
2015,France,India,Sector_4,2561.62,2759.48,5321.1
2015,France,India,Sector_5,2649.98,2989.75,5639.73
2015,France,India,Sector_6,3422.58,3093.93,6516.51
2015,France,India,Sector_7,2868.07,3124.3,5992.37
2015,France,India,Sector_8,3430.77,3589.29,7020.0599999999995
2015,France,Indonesia,Sector_1,2405.35,2591.33,4996.68
2015,France,Indonesia,Sector_2,3171.43,3161.31,6332.74
2015,France,Indonesia,Sector_3,3148.76,3381.59,6530.349999999999
2015,France,Indonesia,Sector_4,3015.84,2907.5,5923.34
2015,France,Indonesia,Sector_5,3085.94,2880.27,5966.21
2015,France,Indonesia,Sector_6,2606.17,2647.09,5253.26
2015,France,Indonesia,Sector_7,3670.97,3541.25,7212.22
2015,France,Indonesia,Sector_8,2834.12,2942.2200000000003,5776.34
2015,France,Japan,Sector_1,3644.02,3517.16,7161.18
2015,France,Japan,Sector_2,3561.84,3187.77,6749.61
2015,France,Japan,Sector_3,2972.87,2849.0,5821.87
2015,France,Japan,Sector_4,2898.42,2798.91,5697.33
2015,France,Japan,Sector_5,2891.21,2759.5299999999997,5650.74
2015,France,Japan,Sector_6,3598.4,3560.0,7158.4
2015,France,Japan,Sector_7,2481.7799999999997,2734.71,5216.49
2015,France,Japan,Sector_8,3569.65,3989.8900000000003,7559.54
2015,France,"Korea, Rep.",Sector_1,2423.92,2391.0699999999997,4814.99
2015,France,"Korea, Rep.",Sector_2,3223.15,3070.26,6293.41
2015,France,"Korea, Rep.",Sector_3,2623.34,2791.06,5414.4
2015,France,"Korea, Rep.",Sector_4,3076.2400000000002,2702.73,5778.969999999999
2015,France,"Korea, Rep.",Sector_5,3287.73,3378.41,6666.14
2015,France,"Korea, Rep.",Sector_6,3355.3,3594.15,6949.45
2015,France,"Korea, Rep.",Sector_7,2921.7799999999997,3071.33,5993.11
2015,France,"Korea, Rep.",Sector_8,2823.9,2970.56,5794.46
2015,France,Malaysia,Sector_1,3102.55,3286.95,6389.5
2015,France,Malaysia,Sector_2,2453.92,2406.19,4860.110000000001
2015,France,Malaysia,Sector_3,2590.61,2796.96,5387.57
2015,France,Malaysia,Sector_4,3025.33,2754.4,5779.73
2015,France,Malaysia,Sector_5,3355.38,3176.38,6531.76
2015,France,Malaysia,Sector_6,3785.4500000000003,3205.3,6990.75
2015,France,Malaysia,Sector_7,2673.5499999999997,2694.0,5367.55
2015,France,Malaysia,Sector_8,2635.8999999999996,2508.66,5144.56
2015,France,Netherlands,Sector_1,2865.66,2698.01,5563.67
2015,France,Netherlands,Sector_2,3299.67,2905.11,6204.78
2015,France,Netherlands,Sector_3,3101.44,2692.4,5793.84
2015,France,Netherlands,Sector_4,2978.4300000000003,3108.58,6087.01
2015,France,Netherlands,Sector_5,3555.98,3093.78,6649.76
2015,France,Netherlands,Sector_6,2722.34,3126.66,5849.0
2015,France,Netherlands,Sector_7,2944.58,3350.37,6294.95
2015,France,Netherlands,Sector_8,2935.65,2757.08,5692.73
2015,France,Philippines,Sector_1,3046.48,2983.56,6030.04
2015,France,Philippines,Sector_2,2708.42,2677.81,5386.2300000000005
2015,France,Philippines,Sector_3,2444.92,2715.78,5160.7
2015,France,Philippines,Sector_4,3320.64,3335.26,6655.9
2015,France,Philippines,Sector_5,3030.04,3043.31,6073.35
2015,France,Philippines,Sector_6,2998.7799999999997,2984.26,5983.04
2015,France,Philippines,Sector_7,3367.9700000000003,3552.8999999999996,6920.87
2015,France,Philippines,Sector_8,2487.55,2355.57,4843.12
2015,France,Switzerland,Sector_1,3221.0299999999997,3281.83,6502.860000000001
2015,France,Switzerland,Sector_2,2744.4700000000003,2345.0,5089.47
2015,France,Switzerland,Sector_3,3020.38,2702.92,5723.299999999999
2015,France,Switzerland,Sector_4,3292.8900000000003,2802.15,6095.04
2015,France,Switzerland,Sector_5,3364.57,3242.8599999999997,6607.43
2015,France,Switzerland,Sector_6,2389.55,2875.55,5265.1
2015,France,Switzerland,Sector_7,3134.09,3091.6,6225.6900000000005
2015,France,Switzerland,Sector_8,2963.75,3207.12,6170.87
2015,France,Thailand,Sector_1,3465.16,3683.28,7148.4400000000005
2015,France,Thailand,Sector_2,3219.04,2863.77,6082.81
2015,France,Thailand,Sector_3,2424.62,2780.35,5204.97
2015,France,Thailand,Sector_4,3045.33,3025.09,6070.42
2015,France,Thailand,Sector_5,2711.58,2608.48,5320.0599999999995
2015,France,Thailand,Sector_6,2714.37,2691.65,5406.02
2015,France,Thailand,Sector_7,2980.25,2928.2799999999997,5908.53
2015,France,Thailand,Sector_8,2711.04,2984.71,5695.75
2015,France,United Arab Emirates,Sector_1,2822.16,2912.44,5734.6
2015,France,United Arab Emirates,Sector_2,2793.35,3062.01,5855.36
2015,France,United Arab Emirates,Sector_3,3261.41,2620.71,5882.12
2015,France,United Arab Emirates,Sector_4,2792.04,2668.86,5460.9
2015,France,United Arab Emirates,Sector_5,2853.0600000000004,3055.29,5908.35
2015,France,United Arab Emirates,Sector_6,2655.15,3040.32,5695.469999999999
2015,France,United Arab Emirates,Sector_7,3294.38,2962.69,6257.07
2015,France,United Arab Emirates,Sector_8,3539.56,3497.7599999999998,7037.32
2015,France,United States,Sector_1,2732.9300000000003,2880.81,5613.74
2015,France,United States,Sector_2,3170.9,3303.41,6474.3099999999995
2015,France,United States,Sector_3,3105.75,3024.51,6130.26
2015,France,United States,Sector_4,3487.63,3299.96,6787.59
2015,France,United States,Sector_5,3296.2200000000003,3059.2,6355.42
2015,France,United States,Sector_6,3509.23,3428.21,6937.4400000000005
2015,France,United States,Sector_7,2968.02,3172.23,6140.25
2015,France,United States,Sector_8,2848.2000000000003,2861.56,5709.76
2015,France,Vietnam,Sector_1,3529.55,3553.95,7083.5
2015,France,Vietnam,Sector_2,2323.13,2511.46,4834.59
2015,France,Vietnam,Sector_3,2830.81,2946.22,5777.03
2015,France,Vietnam,Sector_4,3543.26,3476.07,7019.33
2015,France,Vietnam,Sector_5,2856.1800000000003,2766.45,5622.63
2015,France,Vietnam,Sector_6,2990.1,2640.92,5631.02
2015,France,Vietnam,Sector_7,3110.2,3678.91,6789.11
2015,France,Vietnam,Sector_8,2999.11,3303.0299999999997,6302.139999999999
2015,Germany,Australia,Sector_1,2543.01,2634.94,5177.95
2015,Germany,Australia,Sector_2,2848.14,3221.16,6069.3
2015,Germany,Australia,Sector_3,2947.7799999999997,3308.89,6256.67
2015,Germany,Australia,Sector_4,3465.7799999999997,3715.7200000000003,7181.5
2015,Germany,Australia,Sector_5,3139.7,2897.8,6037.5
2015,Germany,Australia,Sector_6,3635.62,3159.76,6795.38
2015,Germany,Australia,Sector_7,3087.9700000000003,2909.17,5997.14
2015,Germany,Australia,Sector_8,3073.2200000000003,3330.93,6404.15
2015,Germany,France,Sector_1,2798.2,3045.73,5843.93
2015,Germany,France,Sector_2,3200.9,3328.74,6529.639999999999
2015,Germany,France,Sector_3,3574.31,3423.25,6997.5599999999995
2015,Germany,France,Sector_4,3453.47,3328.68,6782.15
2015,Germany,France,Sector_5,2917.2200000000003,2963.6,5880.82
2015,Germany,France,Sector_6,2567.6800000000003,2541.1800000000003,5108.86
2015,Germany,France,Sector_7,2622.87,2504.71,5127.58
2015,Germany,France,Sector_8,2544.93,2824.26,5369.1900000000005
2015,Germany,Germany,Sector_1,3467.32,3127.56,6594.88
2015,Germany,Germany,Sector_2,3383.17,3440.16,6823.33
2015,Germany,Germany,Sector_3,2711.14,2784.77,5495.91
2015,Germany,Germany,Sector_4,3055.77,2769.1400000000003,5824.91
2015,Germany,Germany,Sector_5,3061.8500000000004,3346.62,6408.47
2015,Germany,Germany,Sector_6,2579.35,2772.74,5352.09
2015,Germany,Germany,Sector_7,2569.94,2842.4,5412.34
2015,Germany,Germany,Sector_8,3013.7400000000002,2749.17,5762.91
2015,Germany,"Hong Kong, China",Sector_1,3275.33,3131.34,6406.67
2015,Germany,"Hong Kong, China",Sector_2,3074.3199999999997,3192.1400000000003,6266.46
2015,Germany,"Hong Kong, China",Sector_3,2721.4,2972.5,5693.9
