country_a,country_b,year,tradeagreementindex,sentiment_index
ARE,CHE,2023,-0.8367346938775511,-0.06194296327913773
ARE,CHE,2023,-0.8367346938775511,-0.06194296327913773
ARE,CHE,2023,-0.8367346938775511,-0.06194296327913773
ARE,CHN,2021,-1.0,-0.25936696286617944
ARE,CHN,2021,-1.0,-0.25936696286617944
ARE,CHN,2021,-1.0,-0.25936696286617944
ARE,CHN,2021,-1.0,-0.25936696286617944
ARE,CHN,2021,-1.0,-0.25936696286617944
ARE,CHN,2021,-1.0,-0.25936696286617944
ARE,CHN,2021,-1.0,-0.25936696286617944
ARE,CHN,2021,-1.0,-0.25936696286617944
ARE,CHN,2022,-1.0,-0.2522245801955625
ARE,CHN,2022,-1.0,-0.2522245801955625
ARE,CHN,2022,-1.0,-0.2522245801955625
ARE,CHN,2022,-1.0,-0.2522245801955625
ARE,CHN,2022,-1.0,-0.2522245801955625
ARE,CHN,2022,-1.0,-0.2522245801955625
ARE,CHN,2022,-1.0,-0.2522245801955625
ARE,CHN,2022,-1.0,-0.2522245801955625
ARE,CHN,2023,-1.0,-0.1256714876687961
ARE,CHN,2023,-1.0,-0.1256714876687961
ARE,CHN,2023,-1.0,-0.1256714876687961
ARE,CHN,2023,-1.0,-0.1256714876687961
ARE,CHN,2023,-1.0,-0.1256714876687961
ARE,CHN,2023,-1.0,-0.1256714876687961
ARE,CHN,2023,-1.0,-0.1256714876687961
ARE,CHN,2023,-1.0,-0.1256714876687961
ARE,DEU,2021,-1.0,-0.05892931049418815
ARE,DEU,2021,-1.0,-0.05892931049418815
ARE,DEU,2021,-1.0,-0.05892931049418815
ARE,DEU,2021,-1.0,-0.05892931049418815
ARE,DEU,2021,-1.0,-0.05892931049418815
ARE,DEU,2021,-1.0,-0.05892931049418815
ARE,DEU,2021,-1.0,-0.05892931049418815
ARE,DEU,2021,-1.0,-0.05892931049418815
ARE,DEU,2022,-1.0,-0.1940851890733153
ARE,DEU,2022,-1.0,-0.1940851890733153
ARE,DEU,2022,-1.0,-0.1940851890733153
ARE,DEU,2022,-1.0,-0.1940851890733153
ARE,DEU,2022,-1.0,-0.1940851890733153
ARE,DEU,2022,-1.0,-0.1940851890733153
ARE,DEU,2022,-1.0,-0.1940851890733153
ARE,DEU,2022,-1.0,-0.1940851890733153
ARE,DEU,2023,-1.0,-0.23727270801591493
ARE,DEU,2023,-1.0,-0.23727270801591493
ARE,DEU,2023,-1.0,-0.23727270801591493
ARE,DEU,2023,-1.0,-0.23727270801591493
ARE,DEU,2023,-1.0,-0.23727270801591493
ARE,DEU,2023,-1.0,-0.23727270801591493
ARE,DEU,2023,-1.0,-0.23727270801591493
ARE,DEU,2023,-1.0,-0.23727270801591493
ARE,FRA,2021,-1.0,-0.1605591472622685
ARE,FRA,2021,-1.0,-0.1605591472622685
ARE,FRA,2021,-1.0,-0.1605591472622685
ARE,FRA,2021,-1.0,-0.1605591472622685
ARE,FRA,2021,-1.0,-0.1605591472622685
ARE,FRA,2021,-1.0,-0.1605591472622685
ARE,FRA,2021,-1.0,-0.1605591472622685
ARE,FRA,2021,-1.0,-0.1605591472622685
ARE,FRA,2022,-1.0,-0.10693781963771243
ARE,FRA,2022,-1.0,-0.10693781963771243
ARE,FRA,2022,-1.0,-0.10693781963771243
ARE,FRA,2022,-1.0,-0.10693781963771243
ARE,FRA,2022,-1.0,-0.10693781963771243
ARE,FRA,2022,-1.0,-0.10693781963771243
ARE,FRA,2022,-1.0,-0.10693781963771243
ARE,FRA,2022,-1.0,-0.10693781963771243
ARE,FRA,2023,-1.0,-0.023473964304536965
ARE,FRA,2023,-1.0,-0.023473964304536965
ARE,FRA,2023,-1.0,-0.023473964304536965
ARE,FRA,2023,-1.0,-0.023473964304536965
ARE,FRA,2023,-1.0,-0.023473964304536965
ARE,FRA,2023,-1.0,-0.023473964304536965
ARE,FRA,2023,-1.0,-0.023473964304536965
ARE,FRA,2023,-1.0,-0.023473964304536965
ARE,HKG,2021,-1.0,-0.25936696286617944
ARE,HKG,2021,-1.0,-0.25936696286617944
ARE,HKG,2021,-1.0,-0.25936696286617944
ARE,HKG,2021,-1.0,-0.25936696286617944
ARE,HKG,2021,-1.0,-0.25936696286617944
ARE,HKG,2021,-1.0,-0.25936696286617944
ARE,HKG,2021,-1.0,-0.25936696286617944
ARE,HKG,2021,-1.0,-0.25936696286617944
ARE,HKG,2022,-1.0,-0.2522245801955625
ARE,HKG,2022,-1.0,-0.2522245801955625
ARE,HKG,2022,-1.0,-0.2522245801955625
ARE,HKG,2022,-1.0,-0.2522245801955625
ARE,HKG,2022,-1.0,-0.2522245801955625
ARE,HKG,2022,-1.0,-0.2522245801955625
ARE,HKG,2022,-1.0,-0.2522245801955625
ARE,HKG,2022,-1.0,-0.2522245801955625
ARE,HKG,2023,-1.0,-0.1256714876687961
ARE,HKG,2023,-1.0,-0.1256714876687961
ARE,HKG,2023,-1.0,-0.1256714876687961
ARE,HKG,2023,-1.0,-0.1256714876687961
ARE,HKG,2023,-1.0,-0.1256714876687961
ARE,HKG,2023,-1.0,-0.1256714876687961
ARE,HKG,2023,-1.0,-0.1256714876687961
ARE,HKG,2023,-1.0,-0.1256714876687961
ARE,IDN,2021,-1.0,0.022367773798081192
ARE,IDN,2021,-1.0,0.022367773798081192
ARE,IDN,2021,-1.0,0.022367773798081192
ARE,IDN,2021,-1.0,0.022367773798081192
ARE,IDN,2021,-1.0,0.022367773798081192
ARE,IDN,2021,-1.0,0.022367773798081192
ARE,IDN,2021,-1.0,0.022367773798081192
ARE,IDN,2021,-1.0,0.022367773798081192
ARE,IDN,2022,-1.0,0.060469856084326645
ARE,IDN,2022,-1.0,0.060469856084326645
ARE,IDN,2022,-1.0,0.060469856084326645
ARE,IDN,2022,-1.0,0.060469856084326645
ARE,IDN,2022,-1.0,0.060469856084326645
ARE,IDN,2022,-1.0,0.060469856084326645
ARE,IDN,2022,-1.0,0.060469856084326645
ARE,IDN,2022,-1.0,0.060469856084326645
ARE,IDN,2023,-1.0,0.019928725343260068
ARE,IDN,2023,-1.0,0.019928725343260068
ARE,IDN,2023,-1.0,0.019928725343260068
ARE,IDN,2023,-1.0,0.019928725343260068
ARE,IDN,2023,-1.0,0.019928725343260068
ARE,IDN,2023,-1.0,0.019928725343260068
ARE,IDN,2023,-1.0,0.019928725343260068
ARE,IDN,2023,-1.0,0.019928725343260068
ARE,IND,2021,-1.0,-0.2848121847724385
ARE,IND,2021,-1.0,-0.2848121847724385
ARE,IND,2021,-1.0,-0.2848121847724385
ARE,IND,2021,-1.0,-0.2848121847724385
ARE,IND,2021,-1.0,-0.2848121847724385
ARE,IND,2021,-1.0,-0.2848121847724385
ARE,IND,2021,-1.0,-0.2848121847724385
ARE,IND,2021,-1.0,-0.2848121847724385
ARE,IND,2022,-0.8367346938775511,-0.35559212656913175
ARE,IND,2022,-0.8367346938775511,-0.35559212656913175
ARE,IND,2022,-0.8367346938775511,-0.35559212656913175
ARE,IND,2022,-0.8367346938775511,-0.35559212656913175
ARE,IND,2022,-0.8367346938775511,-0.35559212656913175
ARE,IND,2022,-0.8367346938775511,-0.35559212656913175
ARE,IND,2022,-0.8367346938775511,-0.35559212656913175
ARE,IND,2022,-0.8367346938775511,-0.35559212656913175
ARE,IND,2023,-0.8367346938775511,-0.3417750947181468
ARE,IND,2023,-0.8367346938775511,-0.3417750947181468
ARE,IND,2023,-0.8367346938775511,-0.3417750947181468
ARE,IND,2023,-0.8367346938775511,-0.3417750947181468
ARE,IND,2023,-0.8367346938775511,-0.3417750947181468
ARE,IND,2023,-0.8367346938775511,-0.3417750947181468
ARE,IND,2023,-0.8367346938775511,-0.3417750947181468
ARE,IND,2023,-0.8367346938775511,-0.3417750947181468
ARE,JPN,2021,-1.0,-0.18299128768835016
ARE,JPN,2021,-1.0,-0.18299128768835016
ARE,JPN,2021,-1.0,-0.18299128768835016
ARE,JPN,2021,-1.0,-0.18299128768835016
ARE,JPN,2021,-1.0,-0.18299128768835016
ARE,JPN,2021,-1.0,-0.18299128768835016
ARE,JPN,2021,-1.0,-0.18299128768835016
ARE,JPN,2021,-1.0,-0.18299128768835016
ARE,JPN,2022,-1.0,-0.08995969289215844
ARE,JPN,2022,-1.0,-0.08995969289215844
ARE,JPN,2022,-1.0,-0.08995969289215844
ARE,JPN,2022,-1.0,-0.08995969289215844
ARE,JPN,2022,-1.0,-0.08995969289215844
ARE,JPN,2022,-1.0,-0.08995969289215844
ARE,JPN,2022,-1.0,-0.08995969289215844
ARE,JPN,2022,-1.0,-0.08995969289215844
ARE,JPN,2023,-1.0,-0.07377565149551057
ARE,JPN,2023,-1.0,-0.07377565149551057
ARE,JPN,2023,-1.0,-0.07377565149551057
ARE,JPN,2023,-1.0,-0.07377565149551057
ARE,JPN,2023,-1.0,-0.07377565149551057
ARE,JPN,2023,-1.0,-0.07377565149551057
ARE,JPN,2023,-1.0,-0.07377565149551057
ARE,JPN,2023,-1.0,-0.07377565149551057
ARE,KOR,2021,-1.0,-0.09621439336316162
ARE,KOR,2021,-1.0,-0.09621439336316162
ARE,KOR,2021,-1.0,-0.09621439336316162
ARE,KOR,2021,-1.0,-0.09621439336316162
ARE,KOR,2021,-1.0,-0.09621439336316162
ARE,KOR,2021,-1.0,-0.09621439336316162
ARE,KOR,2021,-1.0,-0.09621439336316162
ARE,KOR,2021,-1.0,-0.09621439336316162
ARE,KOR,2022,-1.0,-0.059639220574893015
ARE,KOR,2022,-1.0,-0.059639220574893015
ARE,KOR,2022,-1.0,-0.059639220574893015
ARE,KOR,2022,-1.0,-0.059639220574893015
ARE,KOR,2022,-1.0,-0.059639220574893015
ARE,KOR,2022,-1.0,-0.059639220574893015
ARE,KOR,2022,-1.0,-0.059639220574893015
ARE,KOR,2022,-1.0,-0.059639220574893015
ARE,KOR,2023,-1.0,-0.034251788420173845
ARE,KOR,2023,-1.0,-0.034251788420173845
ARE,KOR,2023,-1.0,-0.034251788420173845
ARE,KOR,2023,-1.0,-0.034251788420173845
ARE,KOR,2023,-1.0,-0.034251788420173845
ARE,KOR,2023,-1.0,-0.034251788420173845
ARE,KOR,2023,-1.0,-0.034251788420173845
ARE,KOR,2023,-1.0,-0.034251788420173845
ARE,MYS,2021,-1.0,-0.1168382561271124
ARE,MYS,2021,-1.0,-0.1168382561271124
ARE,MYS,2021,-1.0,-0.1168382561271124
ARE,MYS,2021,-1.0,-0.1168382561271124
ARE,MYS,2021,-1.0,-0.1168382561271124
ARE,MYS,2021,-1.0,-0.1168382561271124
ARE,MYS,2021,-1.0,-0.1168382561271124
ARE,MYS,2021,-1.0,-0.1168382561271124
ARE,MYS,2022,-1.0,0.018511783017598482
ARE,MYS,2022,-1.0,0.018511783017598482
ARE,MYS,2022,-1.0,0.018511783017598482
ARE,MYS,2022,-1.0,0.018511783017598482
ARE,MYS,2022,-1.0,0.018511783017598482
ARE,MYS,2022,-1.0,0.018511783017598482
ARE,MYS,2022,-1.0,0.018511783017598482
ARE,MYS,2022,-1.0,0.018511783017598482
ARE,MYS,2023,-1.0,-0.0090654086056432
ARE,MYS,2023,-1.0,-0.0090654086056432
ARE,MYS,2023,-1.0,-0.0090654086056432
ARE,MYS,2023,-1.0,-0.0090654086056432
ARE,MYS,2023,-1.0,-0.0090654086056432
ARE,MYS,2023,-1.0,-0.0090654086056432
ARE,MYS,2023,-1.0,-0.0090654086056432
ARE,MYS,2023,-1.0,-0.0090654086056432
ARE,NLD,2021,-1.0,-0.3475314900884423
ARE,NLD,2021,-1.0,-0.3475314900884423
ARE,NLD,2021,-1.0,-0.3475314900884423
ARE,NLD,2021,-1.0,-0.3475314900884423
ARE,NLD,2021,-1.0,-0.3475314900884423
ARE,NLD,2021,-1.0,-0.3475314900884423
ARE,NLD,2021,-1.0,-0.3475314900884423
ARE,NLD,2021,-1.0,-0.3475314900884423
ARE,NLD,2022,-1.0,-0.3699012525980998
ARE,NLD,2022,-1.0,-0.3699012525980998
ARE,NLD,2022,-1.0,-0.3699012525980998
ARE,NLD,2022,-1.0,-0.3699012525980998
ARE,NLD,2022,-1.0,-0.3699012525980998
ARE,NLD,2022,-1.0,-0.3699012525980998
ARE,NLD,2022,-1.0,-0.3699012525980998
ARE,NLD,2022,-1.0,-0.3699012525980998
ARE,NLD,2023,-1.0,-0.18815836263464614
ARE,NLD,2023,-1.0,-0.18815836263464614
ARE,NLD,2023,-1.0,-0.18815836263464614
ARE,NLD,2023,-1.0,-0.18815836263464614
ARE,NLD,2023,-1.0,-0.18815836263464614
ARE,NLD,2023,-1.0,-0.18815836263464614
ARE,NLD,2023,-1.0,-0.18815836263464614
ARE,NLD,2023,-1.0,-0.18815836263464614
ARE,PHL,2021,-1.0,-0.26822040996577967
ARE,PHL,2021,-1.0,-0.26822040996577967
ARE,PHL,2021,-1.0,-0.26822040996577967
ARE,PHL,2021,-1.0,-0.26822040996577967
ARE,PHL,2021,-1.0,-0.26822040996577967
ARE,PHL,2021,-1.0,-0.26822040996577967
ARE,PHL,2021,-1.0,-0.26822040996577967
ARE,PHL,2021,-1.0,-0.26822040996577967
ARE,PHL,2022,-1.0,0.06395385482570037
ARE,PHL,2022,-1.0,0.06395385482570037
ARE,PHL,2022,-1.0,0.06395385482570037
ARE,PHL,2022,-1.0,0.06395385482570037
ARE,PHL,2022,-1.0,0.06395385482570037
ARE,PHL,2022,-1.0,0.06395385482570037
ARE,PHL,2022,-1.0,0.06395385482570037
ARE,PHL,2022,-1.0,0.06395385482570037
ARE,PHL,2023,-1.0,0.012434368674694163
ARE,PHL,2023,-1.0,0.012434368674694163
ARE,PHL,2023,-1.0,0.012434368674694163
ARE,PHL,2023,-1.0,0.012434368674694163
ARE,PHL,2023,-1.0,0.012434368674694163
ARE,PHL,2023,-1.0,0.012434368674694163
ARE,PHL,2023,-1.0,0.012434368674694163
ARE,PHL,2023,-1.0,0.012434368674694163
ARE,SGP,2021,-0.6734693877551021,-0.16150606948436064
ARE,SGP,2021,-0.6734693877551021,-0.16150606948436064
ARE,SGP,2021,-0.6734693877551021,-0.16150606948436064
ARE,SGP,2021,-0.6734693877551021,-0.16150606948436064
ARE,SGP,2021,-0.6734693877551021,-0.16150606948436064
ARE,SGP,2021,-0.6734693877551021,-0.16150606948436064
ARE,SGP,2021,-0.6734693877551021,-0.16150606948436064
ARE,SGP,2021,-0.6734693877551021,-0.16150606948436064
ARE,SGP,2022,-0.6734693877551021,0.0010709397074246674
ARE,SGP,2022,-0.6734693877551021,0.0010709397074246674
ARE,SGP,2022,-0.6734693877551021,0.0010709397074246674
ARE,SGP,2022,-0.6734693877551021,0.0010709397074246674
ARE,SGP,2022,-0.6734693877551021,0.0010709397074246674
ARE,SGP,2022,-0.6734693877551021,0.0010709397074246674
ARE,SGP,2022,-0.6734693877551021,0.0010709397074246674
ARE,SGP,2022,-0.6734693877551021,0.0010709397074246674
ARE,SGP,2023,-0.6734693877551021,-0.06985138245853229
ARE,SGP,2023,-0.6734693877551021,-0.06985138245853229
ARE,SGP,2023,-0.6734693877551021,-0.06985138245853229
ARE,SGP,2023,-0.6734693877551021,-0.06985138245853229
ARE,SGP,2023,-0.6734693877551021,-0.06985138245853229
ARE,SGP,2023,-0.6734693877551021,-0.06985138245853229
ARE,SGP,2023,-0.6734693877551021,-0.06985138245853229
ARE,SGP,2023,-0.6734693877551021,-0.06985138245853229
ARE,THA,2021,-1.0,-0.2923895725726431
ARE,THA,2021,-1.0,-0.2923895725726431
ARE,THA,2021,-1.0,-0.2923895725726431
ARE,THA,2021,-1.0,-0.2923895725726431
ARE,THA,2021,-1.0,-0.2923895725726431
ARE,THA,2021,-1.0,-0.2923895725726431
ARE,THA,2021,-1.0,-0.2923895725726431
ARE,THA,2021,-1.0,-0.2923895725726431
ARE,THA,2022,-1.0,-0.050599419967006565
ARE,THA,2022,-1.0,-0.050599419967006565
ARE,THA,2022,-1.0,-0.050599419967006565
ARE,THA,2022,-1.0,-0.050599419967006565
ARE,THA,2022,-1.0,-0.050599419967006565
ARE,THA,2022,-1.0,-0.050599419967006565
ARE,THA,2022,-1.0,-0.050599419967006565
ARE,THA,2022,-1.0,-0.050599419967006565
ARE,THA,2023,-1.0,-0.03877822762424654
ARE,THA,2023,-1.0,-0.03877822762424654
ARE,THA,2023,-1.0,-0.03877822762424654
ARE,THA,2023,-1.0,-0.03877822762424654
ARE,THA,2023,-1.0,-0.03877822762424654
ARE,THA,2023,-1.0,-0.03877822762424654
ARE,THA,2023,-1.0,-0.03877822762424654
ARE,THA,2023,-1.0,-0.03877822762424654
ARE,USA,2021,-1.0,-0.3675017540356105
ARE,USA,2021,-1.0,-0.3675017540356105
ARE,USA,2021,-1.0,-0.3675017540356105
ARE,USA,2021,-1.0,-0.3675017540356105
ARE,USA,2021,-1.0,-0.3675017540356105
ARE,USA,2021,-1.0,-0.3675017540356105
ARE,USA,2021,-1.0,-0.3675017540356105
ARE,USA,2021,-1.0,-0.3675017540356105
ARE,USA,2022,-1.0,-0.3924794590893277
ARE,USA,2022,-1.0,-0.3924794590893277
ARE,USA,2022,-1.0,-0.3924794590893277
ARE,USA,2022,-1.0,-0.3924794590893277
ARE,USA,2022,-1.0,-0.3924794590893277
ARE,USA,2022,-1.0,-0.3924794590893277
ARE,USA,2022,-1.0,-0.3924794590893277
ARE,USA,2022,-1.0,-0.3924794590893277
ARE,USA,2023,-1.0,-0.35307655248753145
ARE,USA,2023,-1.0,-0.35307655248753145
ARE,USA,2023,-1.0,-0.35307655248753145
ARE,USA,2023,-1.0,-0.35307655248753145
ARE,USA,2023,-1.0,-0.35307655248753145
ARE,USA,2023,-1.0,-0.35307655248753145
ARE,USA,2023,-1.0,-0.35307655248753145
ARE,USA,2023,-1.0,-0.35307655248753145
ARE,VNM,2021,-1.0,-0.4843874742693419
ARE,VNM,2021,-1.0,-0.4843874742693419
ARE,VNM,2021,-1.0,-0.4843874742693419
ARE,VNM,2021,-1.0,-0.4843874742693419
ARE,VNM,2021,-1.0,-0.4843874742693419
ARE,VNM,2021,-1.0,-0.4843874742693419
ARE,VNM,2021,-1.0,-0.4843874742693419
ARE,VNM,2021,-1.0,-0.4843874742693419
ARE,VNM,2022,-1.0,0.2360822658238504
ARE,VNM,2022,-1.0,0.2360822658238504
ARE,VNM,2022,-1.0,0.2360822658238504
ARE,VNM,2022,-1.0,0.2360822658238504
ARE,VNM,2022,-1.0,0.2360822658238504
ARE,VNM,2022,-1.0,0.2360822658238504
ARE,VNM,2022,-1.0,0.2360822658238504
ARE,VNM,2022,-1.0,0.2360822658238504
ARE,VNM,2023,-1.0,0.07658789475030403
ARE,VNM,2023,-1.0,0.07658789475030403
ARE,VNM,2023,-1.0,0.07658789475030403
ARE,VNM,2023,-1.0,0.07658789475030403
ARE,VNM,2023,-1.0,0.07658789475030403
ARE,VNM,2023,-1.0,0.07658789475030403
ARE,VNM,2023,-1.0,0.07658789475030403
ARE,VNM,2023,-1.0,0.07658789475030403
AUS,ARE,2021,-1.0,-0.3506199830017134
AUS,ARE,2021,-1.0,-0.3506199830017134
AUS,ARE,2021,-1.0,-0.3506199830017134
AUS,ARE,2021,-1.0,-0.3506199830017134
AUS,ARE,2021,-1.0,-0.3506199830017134
AUS,ARE,2021,-1.0,-0.3506199830017134
AUS,ARE,2021,-1.0,-0.3506199830017134
AUS,ARE,2021,-1.0,-0.3506199830017134
AUS,ARE,2022,-1.0,-0.24914455653526457
AUS,ARE,2022,-1.0,-0.24914455653526457
AUS,ARE,2022,-1.0,-0.24914455653526457
AUS,ARE,2022,-1.0,-0.24914455653526457
AUS,ARE,2022,-1.0,-0.24914455653526457
AUS,ARE,2022,-1.0,-0.24914455653526457
AUS,ARE,2022,-1.0,-0.24914455653526457
AUS,ARE,2022,-1.0,-0.24914455653526457
AUS,ARE,2023,-1.0,-0.156140614748981
AUS,ARE,2023,-1.0,-0.156140614748981
AUS,ARE,2023,-1.0,-0.156140614748981
AUS,ARE,2023,-1.0,-0.156140614748981
AUS,ARE,2023,-1.0,-0.156140614748981
AUS,ARE,2023,-1.0,-0.156140614748981
AUS,ARE,2023,-1.0,-0.156140614748981
AUS,ARE,2023,-1.0,-0.156140614748981
AUS,CHE,2021,-1.0,-0.3319469648312037
AUS,CHE,2021,-1.0,-0.3319469648312037
AUS,CHE,2021,-1.0,-0.3319469648312037
AUS,CHE,2021,-1.0,-0.3319469648312037
AUS,CHE,2021,-1.0,-0.3319469648312037
AUS,CHE,2021,-1.0,-0.3319469648312037
AUS,CHE,2021,-1.0,-0.3319469648312037
AUS,CHE,2021,-1.0,-0.3319469648312037
AUS,CHE,2022,-1.0,-0.23301525078315155
AUS,CHE,2022,-1.0,-0.23301525078315155
AUS,CHE,2022,-1.0,-0.23301525078315155
AUS,CHE,2022,-1.0,-0.23301525078315155
AUS,CHE,2022,-1.0,-0.23301525078315155
AUS,CHE,2022,-1.0,-0.23301525078315155
AUS,CHE,2022,-1.0,-0.23301525078315155
AUS,CHE,2022,-1.0,-0.23301525078315155
AUS,CHE,2023,-1.0,-0.1546126472251077
AUS,CHE,2023,-1.0,-0.1546126472251077
AUS,CHE,2023,-1.0,-0.1546126472251077
AUS,CHE,2023,-1.0,-0.1546126472251077
AUS,CHE,2023,-1.0,-0.1546126472251077
AUS,CHE,2023,-1.0,-0.1546126472251077
AUS,CHE,2023,-1.0,-0.1546126472251077
AUS,CHE,2023,-1.0,-0.1546126472251077
AUS,CHN,2021,-0.8367346938775511,-0.673960377492276
AUS,CHN,2021,-0.8367346938775511,-0.673960377492276
AUS,CHN,2021,-0.8367346938775511,-0.673960377492276
AUS,CHN,2021,-0.8367346938775511,-0.673960377492276
AUS,CHN,2021,-0.8367346938775511,-0.673960377492276
AUS,CHN,2021,-0.8367346938775511,-0.673960377492276
AUS,CHN,2021,-0.8367346938775511,-0.673960377492276
AUS,CHN,2021,-0.8367346938775511,-0.673960377492276
AUS,CHN,2022,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2023,-0.8367346938775511,-0.46908457975735685
AUS,CHN,2023,-0.8367346938775511,-0.46908457975735685
AUS,CHN,2023,-0.8367346938775511,-0.46908457975735685
AUS,CHN,2023,-0.8367346938775511,-0.46908457975735685
AUS,CHN,2023,-0.8367346938775511,-0.46908457975735685
AUS,CHN,2023,-0.8367346938775511,-0.46908457975735685
AUS,CHN,2023,-0.8367346938775511,-0.46908457975735685
AUS,CHN,2023,-0.8367346938775511,-0.46908457975735685
AUS,DEU,2021,-1.0,-0.4304439361979844
AUS,DEU,2021,-1.0,-0.4304439361979844
AUS,DEU,2021,-1.0,-0.4304439361979844
AUS,DEU,2021,-1.0,-0.4304439361979844
AUS,DEU,2021,-1.0,-0.4304439361979844
AUS,DEU,2021,-1.0,-0.4304439361979844
AUS,DEU,2021,-1.0,-0.4304439361979844
AUS,DEU,2021,-1.0,-0.4304439361979844
AUS,DEU,2022,-1.0,-0.3735161791228312
AUS,DEU,2022,-1.0,-0.3735161791228312
AUS,DEU,2022,-1.0,-0.3735161791228312
AUS,DEU,2022,-1.0,-0.3735161791228312
AUS,DEU,2022,-1.0,-0.3735161791228312
AUS,DEU,2022,-1.0,-0.3735161791228312
AUS,DEU,2022,-1.0,-0.3735161791228312
AUS,DEU,2022,-1.0,-0.3735161791228312
AUS,DEU,2023,-1.0,-0.37356824699649827
AUS,DEU,2023,-1.0,-0.37356824699649827
AUS,DEU,2023,-1.0,-0.37356824699649827
AUS,DEU,2023,-1.0,-0.37356824699649827
AUS,DEU,2023,-1.0,-0.37356824699649827
AUS,DEU,2023,-1.0,-0.37356824699649827
AUS,DEU,2023,-1.0,-0.37356824699649827
AUS,DEU,2023,-1.0,-0.37356824699649827
AUS,FRA,2021,-1.0,-0.4454857116317874
AUS,FRA,2021,-1.0,-0.4454857116317874
AUS,FRA,2021,-1.0,-0.4454857116317874
AUS,FRA,2021,-1.0,-0.4454857116317874
AUS,FRA,2021,-1.0,-0.4454857116317874
AUS,FRA,2021,-1.0,-0.4454857116317874
AUS,FRA,2021,-1.0,-0.4454857116317874
AUS,FRA,2021,-1.0,-0.4454857116317874
AUS,FRA,2022,-1.0,-0.36105616633303095
AUS,FRA,2022,-1.0,-0.36105616633303095
AUS,FRA,2022,-1.0,-0.36105616633303095
AUS,FRA,2022,-1.0,-0.36105616633303095
AUS,FRA,2022,-1.0,-0.36105616633303095
AUS,FRA,2022,-1.0,-0.36105616633303095
AUS,FRA,2022,-1.0,-0.36105616633303095
AUS,FRA,2022,-1.0,-0.36105616633303095
AUS,FRA,2023,-1.0,-0.2902142332216209
AUS,FRA,2023,-1.0,-0.2902142332216209
AUS,FRA,2023,-1.0,-0.2902142332216209
AUS,FRA,2023,-1.0,-0.2902142332216209
AUS,FRA,2023,-1.0,-0.2902142332216209
AUS,FRA,2023,-1.0,-0.2902142332216209
AUS,FRA,2023,-1.0,-0.2902142332216209
