"GLOBALEVENTID","SQLDATE","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_FullName","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_FullName","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_FullName","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","DATEADDED","SOURCEURL"
582754599,20160926,201609,2016,2016.7288,"USAEDU","SOUTH CAROLINA","USA",NA,NA,NA,NA,"EDU",NA,NA,"USA","SOUTH CAROLINA","USA",NA,NA,NA,NA,NA,NA,NA,1,"120","120","12",3,-4,10,1,10,-3.73333333333333,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,20160926,"http://www.spamfighter.com/News-20500-Researchers-Demonstrate-Hack-into-Tesla-Car-Model-Remotely.htm"
582754617,20160926,201609,2016,2016.7288,"USAGOV","UNITED STATES","USA",NA,NA,NA,NA,"GOV",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"129","129","12",3,-5,1,1,1,0.49813200498132,2,"Delaware, United States","US","USDE",39.3498,-75.5148,NA,2,"Delaware, United States","US","USDE",39.3498,-75.5148,NA,2,"Delaware, United States","US","USDE",39.3498,-75.5148,NA,20160926,"https://www.nancyonnorwalk.com/2016/09/rilling-zip-line-doesnt-belong-anywhere-in-norwalk/"
582754618,20160926,201609,2016,2016.7288,"USAGOV","HILLARY CLINTON","USA",NA,NA,NA,NA,"GOV",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,0,"193","193","19",4,-10,6,2,6,-2.47442650807136,3,"Charlotte, North Carolina, United States","US","USNC",35.2271,-80.8431,1019610,3,"Charlotte, North Carolina, United States","US","USNC",35.2271,-80.8431,1019610,3,"Charlotte, North Carolina, United States","US","USNC",35.2271,-80.8431,1019610,20160926,"http://wbt.com/update-on-the-latest-religion-news-236/"
582754659,20160926,201609,2016,2016.7288,"VNM","VIETNAM","VNM",NA,NA,NA,NA,NA,NA,NA,"IDN","INDONESIA","IDN",NA,NA,NA,NA,NA,NA,NA,0,"111","111","11",3,-2,1,1,1,0.54347826086957,4,"Diem Thuy, TháNguyêVM, Vietnam, Republic Of","VM","VM85",21.45,105.917,-3712631,1,"Indonesia","ID","ID",-5,120,NA,4,"Diem Thuy, TháNguyêVM, Vietnam, Republic Of","VM","VM85",21.45,105.917,-3712631,20160926,"http://bizlive.vn/247/round-up-foreigners-to-build-311-million-seaport-china-eyes-vietnams-lucrative-retail-market-1996069.html"
582754660,20160926,201609,2016,2016.7288,"VNM","VIETNAM","VNM",NA,NA,NA,NA,NA,NA,NA,"IDN","INDONESIA","IDN",NA,NA,NA,NA,NA,NA,NA,0,"111","111","11",3,-2,1,1,1,0.54347826086957,1,"Indonesia","ID","ID",-5,120,NA,1,"Indonesia","ID","ID",-5,120,NA,4,"Diem Thuy, TháNguyêVM, Vietnam, Republic Of","VM","VM85",21.45,105.917,-3712631,20160926,"http://bizlive.vn/247/round-up-foreigners-to-build-311-million-seaport-china-eyes-vietnams-lucrative-retail-market-1996069.html"
582756931,20160926,201609,2016,2016.7288,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"JPN","JAPANESE","JPN",NA,NA,NA,NA,NA,NA,NA,1,"192","192","19",4,-9.5,5,1,5,-1.71428571428572,4,"Diaoyu, Liaoning, China","CH","CH19",42.8333,124.633,-1903386,4,"Miyako, Iwate, Japan","JA","JA16",39.6367,141.952,-236866,4,"Miyako, Iwate, Japan","JA","JA16",39.6367,141.952,-236866,20160926,"http://www.tribunereporter.com/alert-japan-scrambles-jets-over-chinese-flight/26662"
582757584,20160926,201609,2016,2016.7288,"JPN","JAPANESE","JPN",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,39,18,39,-2.12556772851985,4,"South China Sea, Brunei (general), Brunei","BX","BX00",15,115,-1337919,4,"Tokyo, Tokyo, Japan","JA","JA40",35.685,139.751,-246227,4,"Tokyo, Tokyo, Japan","JA","JA40",35.685,139.751,-246227,20160926,"http://www.mb.com.ph/china-flies-military-planes-over-strait-near-japan/"
582757793,20160926,201609,2016,2016.7288,"MNCUSAMED","GOOGLE","USA",NA,NA,NA,NA,"MNC","MED",NA,"SGP","SINGAPORE","SGP",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,5,1,5,2.24719101123596,1,"Pakistan","PK","PK",30,70,NA,1,"Pakistan","PK","PK",30,70,NA,1,"Pakistan","PK","PK",30,70,NA,20160926,"https://propakistani.pk/2016/09/26/jang-group-organizing-great-online-shopping-festival-pakistan/"
582758283,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"USAEDU","WASHINGTON","USA",NA,NA,NA,NA,"EDU",NA,NA,0,"193","193","19",4,-10,4,1,4,-4.16666666666667,1,"United States","US","US",38,-97,NA,1,"United States","US","US",38,-97,NA,1,"United States","US","US",38,-97,NA,20160926,"http://pix11.com/2016/09/26/hillary-clinton-vs-donald-trump-start-time-where-to-watch-the-first-presidential-debate-and-more/"
582762374,20160926,201609,2016,2016.7288,"DEU","GERMANY","DEU",NA,NA,NA,NA,NA,NA,NA,"AUS","AUSTRALIA","AUS",NA,NA,NA,NA,NA,NA,NA,0,"111","111","11",3,-2,3,2,3,-5.10552403718048,1,"Germany","GM","GM",51,9,NA,4,"Coogee, Western Australia, Australia","AS","AS08",-32.1167,115.767,-1566850,4,"Coogee, Western Australia, Australia","AS","AS08",-32.1167,115.767,-1566850,20160926,"http://www.heraldsun.com.au/rendezview/left-have-only-themselves-to-blame-for-driving-people-into-pauline-hansons-arms/news-story/85a99b8a04f1e4d97023ad8b6851cfd2?nk=5de171dcd8ac43332bb1ec57807334f6-1474881474"
582762382,20160926,201609,2016,2016.7288,"DEU","GERMAN","DEU",NA,NA,NA,NA,NA,NA,NA,"FRA","PARIS","FRA",NA,NA,NA,NA,NA,NA,NA,0,"120","120","12",3,-4,3,1,3,-2.73809523809524,4,"Sofia, Sofiya-Grad, Bulgaria","BU","BU42",42.6833,23.3167,-838489,4,"Sofia, Sofiya-Grad, Bulgaria","BU","BU42",42.6833,23.3167,-838489,4,"Sofia, Sofiya-Grad, Bulgaria","BU","BU42",42.6833,23.3167,-838489,20160926,"http://focus-fen.net/./news/2016/09/26/411520/the-guardian-deal-making-and-dirty-tricks-inside-the-race-for-un-secretary-general.html"
582762491,20160926,201609,2016,2016.7288,"FRA","FRENCH","FRA",NA,NA,NA,NA,NA,NA,NA,"FRAGOV","FRANCE","FRA",NA,NA,NA,NA,"GOV",NA,NA,1,"164","164","16",4,-7,8,8,8,-5.78379256472874,1,"France","FR","FR",46,2,NA,1,"France","FR","FR",46,2,NA,1,"France","FR","FR",46,2,NA,20160926,"http://www.usatoday.com/story/news/world/2016/09/26/russia-accused-possible-syria-war-crimes/91106382/"
582762492,20160926,201609,2016,2016.7288,"FRA","FRENCH","FRA",NA,NA,NA,NA,NA,NA,NA,"FRAGOV","FRANCE","FRA",NA,NA,NA,NA,"GOV",NA,NA,1,"164","164","16",4,-7,1,1,1,-6.23441396508729,1,"United Kingdom","UK","UK",54,-2,NA,1,"United Kingdom","UK","UK",54,-2,NA,1,"France","FR","FR",46,2,NA,20160926,"http://www.usatoday.com/story/news/world/2016/09/26/russia-accused-possible-syria-war-crimes/91106382/"
582762925,20160926,201609,2016,2016.7288,"JPNGOV","JAPAN","JPN",NA,NA,NA,NA,"GOV",NA,NA,"JPN","TOKYO","JPN",NA,NA,NA,NA,NA,NA,NA,0,"125","125","12",3,-5,10,1,10,1.00502512562814,1,"Japan","JA","JA",36,138,NA,4,"Nairobi, Nairobi Area, Kenya","KE","KE05",-1.28333,36.8167,-2258072,4,"Nairobi, Nairobi Area, Kenya","KE","KE05",-1.28333,36.8167,-2258072,20160926,"http://www.africa-newsroom.com/press/tag/mining"
582763105,20160926,201609,2016,2016.7288,"MNCUSA","DISNEY","USA",NA,NA,NA,NA,"MNC",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"190","190","19",4,-10,2,1,2,-2.07972270363952,3,"New London, North Carolina, United States","US","USNC",35.4432,-80.2192,1013929,2,"North Carolina, United States","US","USNC",35.6411,-79.8431,NA,3,"New London, North Carolina, United States","US","USNC",35.4432,-80.2192,1013929,20160926,"http://www.newsgrio.com/latest-news/363419-missouri-mother-and-father-are-killed-in-orlando-car-wreck-during-family-trip-to-disney.html"
582763106,20160926,201609,2016,2016.7288,"MNCUSA","DISNEY","USA",NA,NA,NA,NA,"MNC",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"190","190","19",4,-10,2,1,2,-2.07972270363952,2,"Missouri, United States","US","USMO",38.4623,-92.302,NA,2,"Missouri, United States","US","USMO",38.4623,-92.302,NA,2,"Missouri, United States","US","USMO",38.4623,-92.302,NA,20160926,"http://www.newsgrio.com/latest-news/363419-missouri-mother-and-father-are-killed-in-orlando-car-wreck-during-family-trip-to-disney.html"
582763160,20160926,201609,2016,2016.7288,"NLD","THE HAGUE","NLD",NA,NA,NA,NA,NA,NA,NA,"AUS","AUSTRALIA","AUS",NA,NA,NA,NA,NA,NA,NA,1,"120","120","12",3,-4,92,11,92,-4.3878448489562,1,"Australia","AS","AS",-27,133,NA,1,"Australia","AS","AS",-27,133,NA,1,"Australia","AS","AS",-27,133,NA,20160926,"http://www.theaustralian.com.au/news/latest-news/hague-to-arbitrate-in-timoraust-dispute/news-story/b0c4534e1418203ab451d5a204772613?nk=3aa6d072a8c697cbf2c27f990224769e-1474881495"
582763666,20160926,201609,2016,2016.7288,"USA","NEVADA","USA",NA,NA,NA,NA,NA,NA,NA,"USACVL","UNITED STATES","USA",NA,NA,NA,NA,"CVL",NA,NA,0,"120","120","12",3,-4,2,1,2,0.31520882584713,2,"Nevada, United States","US","USNV",38.4199,-117.122,NA,2,"Nevada, United States","US","USNV",38.4199,-117.122,NA,2,"Nevada, United States","US","USNV",38.4199,-117.122,NA,20160926,"http://vegasinc.com/business/2016/sep/26/the-burning-question-should-nevada-legalize-recrea/"
582763668,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"USAGOV","THE WHITE HOUSE","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"192","192","19",4,-9.5,18,6,18,-1.94071661598678,3,"White House, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,3,"White House, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,3,"White House, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,20160926,"https://www.armstrongeconomics.com/international-news/north_america/2016-u-s-presidential-election/monday-night-presidential-debate-the-defining-moment-will-democrats-choose-between-being-american-or-a-democrat/"
582763670,20160926,201609,2016,2016.7288,"USA","PENNSYLVANIA","USA",NA,NA,NA,NA,NA,NA,NA,"USALEG","UNITED STATES","USA",NA,NA,NA,NA,"LEG",NA,NA,1,"111","111","11",3,-2,8,3,6,0.0307495700383799,2,"Pennsylvania, United States","US","USPA",40.5773,-77.264,NA,2,"Pennsylvania, United States","US","USPA",40.5773,-77.264,NA,2,"Pennsylvania, United States","US","USPA",40.5773,-77.264,NA,20160926,"http://www.timeswv.com/news/unknown-sponsors-behind-one-third-of-senate-campaign-ads/article_7f952f00-839b-11e6-94b7-7782d1af06f4.html"
582763685,20160926,201609,2016,2016.7288,"USAGOV","OBAMA","USA",NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,"129","129","12",3,-5,6,2,6,-0.638056830767415,1,"Russia","RS","RS",60,100,NA,1,"China","CH","CH",35,105,NA,1,"Russia","RS","RS",60,100,NA,20160926,"http://www.nytimes.com/2016/09/27/world/asia/north-korea-rocket-moon.html"
582763686,20160926,201609,2016,2016.7288,"USAGOV","OBAMA","USA",NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,"129","129","12",3,-5,4,2,4,-0.638056830767415,1,"Russia","RS","RS",60,100,NA,1,"Russia","RS","RS",60,100,NA,1,"Russia","RS","RS",60,100,NA,20160926,"http://www.nytimes.com/2016/09/27/world/asia/north-korea-rocket-moon.html"
582763701,20160926,201609,2016,2016.7288,"USAGOV","THE US","USA",NA,NA,NA,NA,"GOV",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,119,14,119,-3.82197243772416,3,"Washington, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,20160926,"Hurriyet website in English/BBC Monitoring/(c) BBC"
582764256,20160926,201609,2016,2016.7288,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"CHNBUS","CHINA","CHN",NA,NA,NA,NA,"BUS",NA,NA,1,"111","111","11",3,-2,16,4,16,3.2158033249995,1,"China","CH","CH",35,105,NA,1,"China","CH","CH",35,105,NA,1,"China","CH","CH",35,105,NA,20160926,"http://www.prnewswire.co.uk/news-releases/qlippie-marks-its-overseas-debut-at-photokina-594775531.html"
582764259,20160926,201609,2016,2016.7288,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"CHNMIL","CHINA","CHN",NA,NA,NA,NA,"MIL",NA,NA,0,"120","120","12",3,-4,6,1,6,-0.72289156626506,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,20160926,"http://www.worldbulletin.net/todays-news/177797/japan-to-remain-vigilant-after-china-air-force-drill"
582764264,20160926,201609,2016,2016.7288,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"IND","NEW DELHI","IND",NA,NA,NA,NA,NA,NA,NA,1,"110","110","11",3,-2,1,1,1,0.673400673400673,4,"Sriharikota, Andhra Pradesh, India","IN","IN02",13.75,80.1667,-2111956,4,"Bombay, Maharashtra, India","IN","IN16",18.975,72.8258,-2092174,4,"Bengaluru, Karnataka, India","IN","IN19",12.9833,77.5833,-2090174,20160926,"http://news.xinhuanet.com/english/2016-09/26/c_135714878.htm"
582764265,20160926,201609,2016,2016.7288,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"IND","NEW DELHI","IND",NA,NA,NA,NA,NA,NA,NA,1,"110","110","11",3,-2,1,1,1,0.673400673400673,4,"Sriharikota, Andhra Pradesh, India","IN","IN02",13.75,80.1667,-2111956,1,"United States","US","US",38,-97,NA,4,"Bengaluru, Karnataka, India","IN","IN19",12.9833,77.5833,-2090174,20160926,"http://news.xinhuanet.com/english/2016-09/26/c_135714878.htm"
582764270,20160926,201609,2016,2016.7288,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"MNCCHN","CHINA SOUTHERN AIRLINES","CHN",NA,NA,NA,NA,"MNC",NA,NA,1,"112","112","11",3,-2,8,7,7,-4.33607535226817,5,"Tibet, Xizang, China","CH","CH14",32,90,-1934604,5,"Tibet, Xizang, China","CH","CH14",32,90,-1934604,5,"Tibet, Xizang, China","CH","CH14",32,90,-1934604,20160926,"http://english.sina.com/news/2016-09-26/detail-ifxwermp3937844.shtml"
582764289,20160926,201609,2016,2016.7288,"CHNBUS","CHINESE","CHN",NA,NA,NA,NA,"BUS",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,18,4,18,3.2158033249995,1,"China","CH","CH",35,105,NA,1,"China","CH","CH",35,105,NA,1,"China","CH","CH",35,105,NA,20160926,"http://www.prnewswire.co.uk/news-releases/qlippie-marks-its-overseas-debut-at-photokina-594775531.html"
582764296,20160926,201609,2016,2016.7288,"CHNGOV","NANJING","CHN",NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,"160","160","16",4,-4,2,1,2,-0.85287846481876,4,"Renmin, Liaoning, China","CH","CH19",40.7703,123.792,11215357,4,"Renmin, Liaoning, China","CH","CH19",40.7703,123.792,11215357,4,"Renmin, Liaoning, China","CH","CH19",40.7703,123.792,11215357,20160926,"http://english.cri.cn/12394/2016/09/26/3521s941272.htm"
582764299,20160926,201609,2016,2016.7288,"CHNMIL","CHINESE","CHN",NA,NA,NA,NA,"MIL",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,0,"120","120","12",3,-4,9,1,9,-0.72289156626506,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,20160926,"http://www.worldbulletin.net/todays-news/177797/japan-to-remain-vigilant-after-china-air-force-drill"
582764300,20160926,201609,2016,2016.7288,"CHNMIL","CHINESE","CHN",NA,NA,NA,NA,"MIL",NA,NA,"JPN","JAPAN","JPN",NA,NA,NA,NA,NA,NA,NA,0,"120","120","12",3,-4,9,1,9,-0.72289156626506,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"East China Sea, Japan (general), Japan","JA","JA00",29,125,-226888,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,20160926,"http://www.worldbulletin.net/todays-news/177797/japan-to-remain-vigilant-after-china-air-force-drill"
582765381,20160926,201609,2016,2016.7288,"MNCCHN","CHINA SOUTHERN AIRLINES","CHN",NA,NA,NA,NA,"MNC",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,"112","112","11",3,-2,8,7,7,-4.33607535226817,5,"Tibet, Xizang, China","CH","CH14",32,90,-1934604,5,"Tibet, Xizang, China","CH","CH14",32,90,-1934604,5,"Tibet, Xizang, China","CH","CH14",32,90,-1934604,20160926,"http://english.sina.com/news/2016-09-26/detail-ifxwermp3937844.shtml"
582766044,20160926,201609,2016,2016.7288,"USA","AMERICAN","USA",NA,NA,NA,NA,NA,NA,NA,"USACOP","AMERICAN","USA",NA,NA,NA,NA,"COP",NA,NA,0,"190","190","19",4,-10,10,1,10,-6.41711229946524,1,"United States","US","US",38,-97,NA,1,"United States","US","US",38,-97,NA,1,"United States","US","US",38,-97,NA,20160926,"http://www.redbrick.me/comment/lives-matter-one-step-away-racism/"
582766092,20160926,201609,2016,2016.7288,"USAGOV","NASA","USA",NA,NA,NA,NA,"GOV",NA,NA,"AUS","AUSTRALIAN","AUS",NA,NA,NA,NA,NA,NA,NA,0,"112","112","11",3,-2,10,1,10,-1.98511166253102,1,"Australia","AS","AS",-27,133,NA,1,"Australia","AS","AS",-27,133,NA,1,"Australia","AS","AS",-27,133,NA,20160926,"https://www.theguardian.com/australia-news/2016/sep/26/malcolm-roberts-says-he-will-consider-csiros-evidence-on-climate-change"
582766103,20160926,201609,2016,2016.7288,"USAGOV","HILLARY CLINTON","USA",NA,NA,NA,NA,"GOV",NA,NA,"USA","AMERICAN","USA",NA,NA,NA,NA,NA,NA,NA,1,"112","112","11",3,-2,10,1,10,-4.93150684931507,1,"United States","US","US",38,-97,NA,1,"United States","US","US",38,-97,NA,1,"United States","US","US",38,-97,NA,20160926,"http://megynkelly.org/173724/fbi-never-intended-to-charge-hillary-says-report/"
582766125,20160926,201609,2016,2016.7288,"USAMIL","UNITED STATES","USA",NA,NA,NA,NA,"MIL",NA,NA,"JPNBUS","NAGASAKI","JPN",NA,NA,NA,NA,"BUS",NA,NA,1,"194","194","19",4,-10,2,1,2,-7.00778642936596,4,"Nagasaki, Yamagata, Japan","JA","JA44",38.3264,140.276,-237733,4,"Nagasaki, Yamagata, Japan","JA","JA44",38.3264,140.276,-237733,4,"Nagasaki, Yamagata, Japan","JA","JA44",38.3264,140.276,-237733,20160926,"https://nuclear-news.net/category/1-nuclear-issues/personal-stories/"
582768737,20160926,201609,2016,2016.7288,"AUS","SYDNEY","AUS",NA,NA,NA,NA,NA,NA,NA,"USA","AUSTIN","USA",NA,NA,NA,NA,NA,NA,NA,1,"193","193","19",4,-10,8,1,8,1.37931034482759,4,"Sydney, New South Wales, Australia","AS","AS02",-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia","AS","AS02",-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia","AS","AS02",-33.8833,151.217,-1603135,20160926,"http://if.com.au/2016/09/26/article/Aussie-short-Iron-Spyder-makes-world-debut-at-Austins-Fantastic-Fest/OSLYYEUFGR.html"
582768894,20160926,201609,2016,2016.7288,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"CHNMIL","CHINA","CHN",NA,NA,NA,NA,"MIL",NA,NA,1,"190","190","19",4,-10,6,3,6,-0.322290278525014,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,20160926,"http://english.chinamil.com.cn/view/2016-09/26/content_7277243.htm"
582769241,20160926,201609,2016,2016.7288,"FRA","FRANCE","FRA",NA,NA,NA,NA,NA,NA,NA,"FRASPY","FRENCH","FRA",NA,NA,NA,NA,"SPY",NA,NA,1,"1123","112","11",3,-2,14,2,14,-11.1584088017364,4,"Paris, France (general), France","FR","FR00",48.8667,2.33333,-1456928,4,"Paris, France (general), France","FR","FR00",48.8667,2.33333,-1456928,4,"Paris, France (general), France","FR","FR00",48.8667,2.33333,-1456928,20160926,"http://english.capital.gr/News.asp?id=2420882"
582769251,20160926,201609,2016,2016.7288,"FRA","FRANCE","FRA",NA,NA,NA,NA,NA,NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,2,1,2,4.16666666666667,4,"Nemours, Îe-de-France, France","FR","FRA8",48.2751,2.69078,-1454637,4,"Nemours, Îe-de-France, France","FR","FRA8",48.2751,2.69078,-1454637,4,"Nemours, Îe-de-France, France","FR","FRA8",48.2751,2.69078,-1454637,20160926,"http://www.prweb.com/releases/dupont-surlyn-luxe-pack/grace-by-grace-coddington/prweb13713163.htm"
582769630,20160926,201609,2016,2016.7288,"JPN","JAPAN","JPN",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,"120","120","12",3,-4,2,1,2,-4.6583850931677,4,"South China Sea, Brunei (general), Brunei","BX","BX00",15,115,-1337919,4,"South China Sea, Brunei (general), Brunei","BX","BX00",15,115,-1337919,4,"East China Sea, Japan (general), Japan","JA","JA00",29,125,-226888,20160926,"http://www.hirunews.lk/143865/japan-scrambles-jets-after-china-makes-show-force-in-key-strait"
582769631,20160926,201609,2016,2016.7288,"JPN","JAPAN","JPN",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,"120","120","12",3,-4,6,1,6,-4.6583850931677,4,"East China Sea, Japan (general), Japan","JA","JA00",29,125,-226888,4,"Diaoyu, Liaoning, China","CH","CH19",42.8333,124.633,-1903386,4,"East China Sea, Japan (general), Japan","JA","JA00",29,125,-226888,20160926,"http://www.hirunews.lk/143865/japan-scrambles-jets-after-china-makes-show-force-in-key-strait"
582769632,20160926,201609,2016,2016.7288,"JPN","NARA","JPN",NA,NA,NA,NA,NA,NA,NA,"IDN","INDONESIA","IDN",NA,NA,NA,NA,NA,NA,NA,1,"112","112","11",3,-2,16,2,16,-8.59928387950496,1,"Indonesia","ID","ID",-5,120,NA,1,"Indonesia","ID","ID",-5,120,NA,1,"Indonesia","ID","ID",-5,120,NA,20160926,"http://www.radioaustralia.net.au/international/2016-09-26/indonesia-accuses-pacific-nations-of-misusing-the-united-nations-assembly-after-papua-criticisms/1621038"
582769707,20160926,201609,2016,2016.7288,"KOR","SOUTH KOREAN","KOR",NA,NA,NA,NA,NA,NA,NA,"KORCVL","SOUTH KOREA","KOR",NA,NA,NA,NA,"CVL",NA,NA,0,"190","190","19",4,-10,20,5,20,1.28159637885033,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,20160926,"http://traveller24.news24.com/News/Flights/planeporn-north-korea-air-show-and-new-airport-20160926"
582769708,20160926,201609,2016,2016.7288,"KOR","SOUTH KOREAN","KOR",NA,NA,NA,NA,NA,NA,NA,"KORCVL","SOUTH KOREA","KOR",NA,NA,NA,NA,"CVL",NA,NA,0,"192","192","19",4,-9.5,10,5,10,1.28159637885033,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,4,"Masik, Kangwon-do, North Korea","KN","KN09",39.1369,127.199,-179586,20160926,"http://traveller24.news24.com/News/Flights/planeporn-north-korea-air-show-and-new-airport-20160926"
582769709,20160926,201609,2016,2016.7288,"KOR","SOUTH KOREAN","KOR",NA,NA,NA,NA,NA,NA,NA,"KORCVL","SOUTH KOREA","KOR",NA,NA,NA,NA,"CVL",NA,NA,0,"192","192","19",4,-9.5,10,5,10,1.28159637885033,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,20160926,"http://traveller24.news24.com/News/Flights/planeporn-north-korea-air-show-and-new-airport-20160926"
582769904,20160926,201609,2016,2016.7288,"MYS","SABAH","MYS",NA,NA,NA,NA,NA,NA,NA,"PHL","FILIPINO","PHL",NA,NA,NA,NA,NA,NA,NA,1,"128","128","12",3,-5,110,1,110,-4.55937541313509,4,"Zamboanga, Zamboanga, Philippines","RP","RPG7",6.91025,122.072,-2460321,4,"Zamboanga, Zamboanga, Philippines","RP","RPG7",6.91025,122.072,-2460321,4,"Zamboanga, Zamboanga, Philippines","RP","RPG7",6.91025,122.072,-2460321,20160926,"http://m.philstar.com/breakingnews/show/62eecea9b230b44ffe192b8ac2745d70"
